rental_id,payment_date
5013,"2005-07-09 01:46:45"
5916,"2005-07-10 21:26:31"
6147,"2005-07-11 09:13:08"
6401,"2005-07-11 22:44:34"
6565,"2005-07-12 05:39:50"
6572,"2005-07-12 05:56:38"
7140,"2005-07-27 06:54:12"
8822,"2005-07-29 22:20:21"
8971,"2005-07-30 04:03:58"
9033,"2005-07-30 06:07:42"
9579,"2005-07-31 02:59:20"
11298,"2005-08-02 15:32:32"
11452,"2005-08-02 20:59:52"
11645,"2005-08-17 04:50:56"
12055,"2005-08-17 21:02:19"
13735,"2005-08-20 10:31:01"
14124,"2005-08-21 01:31:51"
14735,"2005-08-21 22:25:09"
4560,"2005-07-08 04:58:48"
4762,"2005-07-08 14:54:42"
7205,"2005-07-27 09:06:13"
7919,"2005-07-28 11:59:45"
8391,"2005-07-29 05:52:50"
8952,"2005-07-30 03:20:38"
9369,"2005-07-30 18:52:19"
10525,"2005-08-01 11:53:17"
10761,"2005-08-01 20:25:35"
10964,"2005-08-02 03:56:23"
11616,"2005-08-17 04:00:01"
11813,"2005-08-17 12:06:54"
13562,"2005-08-20 04:31:45"
13564,"2005-08-20 04:34:46"
13674,"2005-08-20 08:30:54"
14647,"2005-08-21 19:15:33"
15657,"2005-08-23 08:42:40"
923,"2005-05-30 11:58:50"
1583,"2005-06-16 04:44:23"
1812,"2005-06-16 21:08:46"
1854,"2005-06-17 00:43:57"
3472,"2005-07-05 22:56:33"
3734,"2005-07-06 11:40:27"
5425,"2005-07-09 21:02:26"
8419,"2005-07-29 06:54:48"
9567,"2005-07-31 02:36:11"
10538,"2005-08-01 12:22:41"
11176,"2005-08-02 10:39:43"
13046,"2005-08-19 09:21:10"
13147,"2005-08-19 12:55:09"
13493,"2005-08-20 01:33:36"
14025,"2005-08-20 21:19:36"
14532,"2005-08-21 15:15:03"
15028,"2005-08-22 09:03:44"
1250,"2005-06-15 05:55:40"
2550,"2005-06-19 02:49:55"
2605,"2005-06-19 06:48:01"
3003,"2005-06-20 10:00:51"
3392,"2005-06-21 15:12:44"
4202,"2005-07-07 11:23:48"
4228,"2005-07-07 12:42:02"
4300,"2005-07-07 16:36:16"
4644,"2005-07-08 09:14:29"
5273,"2005-07-09 14:31:24"
5460,"2005-07-09 22:46:14"
5822,"2005-07-10 16:10:39"
6864,"2005-07-12 19:59:25"
7158,"2005-07-27 07:23:58"
7163,"2005-07-27 07:36:11"
7321,"2005-07-27 13:33:38"
8924,"2005-07-30 02:08:58"
9621,"2005-07-31 04:21:08"
10111,"2005-07-31 21:08:33"
10524,"2005-08-01 11:53:12"
11049,"2005-08-02 06:15:40"
11344,"2005-08-02 17:13:26"
11817,"2005-08-17 12:20:01"
12187,"2005-08-18 01:45:50"
14554,"2005-08-21 16:03:01"
14632,"2005-08-21 18:48:06"
14787,"2005-08-22 00:25:59"
15668,"2005-08-23 09:02:04"
15738,"2005-08-23 11:55:50"
1625,"2005-06-16 07:49:08"
1905,"2005-06-17 04:51:43"
2439,"2005-06-18 18:35:04"
2631,"2005-06-19 08:49:53"
2876,"2005-06-20 01:06:34"
4419,"2005-07-07 22:06:24"
4695,"2005-07-08 11:07:59"
4712,"2005-07-08 12:10:50"
4727,"2005-07-08 12:54:15"
5451,"2005-07-09 22:22:10"
5515,"2005-07-10 01:12:44"
6045,"2005-07-11 03:21:05"
8307,"2005-07-29 03:18:34"
8366,"2005-07-29 05:11:14"
8723,"2005-07-29 18:03:47"
8805,"2005-07-29 21:29:58"
9431,"2005-07-30 21:24:22"
9656,"2005-07-31 06:00:21"
10052,"2005-07-31 19:15:13"
10251,"2005-08-01 02:39:12"
10269,"2005-08-01 03:09:26"
10639,"2005-08-01 15:44:43"
12459,"2005-08-18 11:25:11"
13101,"2005-08-19 11:01:54"
15124,"2005-08-22 12:51:38"
128,"2005-05-25 21:19:53"
2470,"2005-06-18 20:28:31"
2896,"2005-06-20 02:33:42"
2993,"2005-06-20 09:12:12"
5001,"2005-07-09 01:17:04"
5777,"2005-07-10 13:38:41"
5869,"2005-07-10 18:40:09"
8170,"2005-07-28 21:32:29"
9050,"2005-07-30 06:59:55"
9700,"2005-07-31 07:29:59"
9961,"2005-07-31 16:07:50"
9975,"2005-07-31 16:53:43"
10442,"2005-08-01 08:58:08"
11948,"2005-08-17 17:11:05"
12396,"2005-08-18 09:11:23"
12877,"2005-08-19 03:16:58"
13149,"2005-08-19 13:07:12"
13840,"2005-08-20 14:23:20"
13951,"2005-08-20 17:58:11"
14260,"2005-08-21 06:01:08"
15193,"2005-08-22 16:06:49"
2563,"2005-06-19 03:24:17"
3246,"2005-06-21 03:10:01"
3827,"2005-07-06 15:52:03"
4294,"2005-07-07 15:56:23"
4543,"2005-07-08 04:06:55"
4575,"2005-07-08 05:49:14"
6976,"2005-07-27 00:40:01"
7153,"2005-07-27 07:15:38"
7517,"2005-07-27 20:57:07"
8008,"2005-07-28 15:25:55"
8134,"2005-07-28 20:01:23"
8225,"2005-07-28 23:59:29"
8712,"2005-07-29 17:30:06"
9313,"2005-07-30 16:59:43"
10064,"2005-07-31 19:27:02"
10170,"2005-07-31 23:27:31"
10495,"2005-08-01 10:45:51"
10853,"2005-08-02 00:00:54"
12147,"2005-08-18 00:10:20"
12173,"2005-08-18 01:08:34"
14539,"2005-08-21 15:29:47"
15860,"2005-08-23 16:08:40"
15875,"2006-02-14 15:16:03"
635,"2005-05-28 17:46:57"
2056,"2005-06-17 15:27:33"
2170,"2005-06-17 23:57:34"
2302,"2005-06-18 08:27:33"
4391,"2005-07-07 21:09:38"
5199,"2005-07-09 10:50:56"
5517,"2005-07-10 01:15:00"
5652,"2005-07-10 07:18:58"
6179,"2005-07-11 10:59:59"
6799,"2005-07-12 16:52:13"
7405,"2005-07-27 16:25:11"
8095,"2005-07-28 18:32:40"
8166,"2005-07-28 21:23:33"
8499,"2005-07-29 09:10:41"
8785,"2005-07-29 20:36:26"
8852,"2005-07-29 23:30:03"
8915,"2005-07-30 01:42:09"
10060,"2005-07-31 19:23:00"
10345,"2005-08-01 05:18:56"
10845,"2005-08-01 23:47:03"
10935,"2005-08-02 02:54:53"
12478,"2005-08-18 12:25:16"
12499,"2005-08-18 13:05:37"
14461,"2005-08-21 12:50:33"
15442,"2005-08-23 00:42:49"
13351,"2006-02-14 15:16:03"
123,"2005-05-25 20:26:42"
652,"2005-05-28 20:08:47"
1544,"2005-06-16 01:28:22"
3683,"2005-07-06 09:25:56"
4498,"2005-07-08 02:07:50"
5162,"2005-07-09 09:00:11"
5401,"2005-07-09 19:59:10"
5831,"2005-07-10 16:34:02"
5941,"2005-07-10 22:40:47"
6474,"2005-07-12 01:36:46"
7348,"2005-07-27 14:32:32"
7868,"2005-07-28 10:08:55"
8376,"2005-07-29 05:25:32"
9204,"2005-07-30 12:43:58"
11753,"2005-08-17 09:11:52"
14244,"2005-08-21 05:29:55"
14649,"2005-08-21 19:19:21"
14837,"2005-08-22 01:54:52"
15155,"2005-08-22 14:27:46"
15800,"2005-08-23 14:23:44"
15945,"2005-08-23 18:51:41"
15644,"2006-02-14 15:16:03"
99,"2005-05-25 16:50:20"
407,"2005-05-27 13:57:38"
904,"2005-05-30 10:19:42"
1497,"2005-06-15 21:56:39"
2369,"2005-06-18 14:25:29"
2809,"2005-06-19 19:40:27"
2866,"2005-06-20 00:01:36"
4723,"2005-07-08 12:44:59"
5551,"2005-07-10 03:01:09"
5787,"2005-07-10 14:08:49"
5849,"2005-07-10 17:32:33"
5909,"2005-07-10 20:46:13"
7526,"2005-07-27 21:13:47"
8775,"2005-07-29 20:05:38"
8866,"2005-07-29 23:58:19"
11364,"2005-08-02 17:53:36"
12345,"2005-08-18 07:16:58"
12504,"2005-08-18 13:17:07"
12790,"2005-08-19 00:16:54"
12982,"2005-08-19 07:06:34"
15054,"2005-08-22 10:14:33"
13428,"2006-02-14 15:16:03"
277,"2005-05-26 17:32:11"
